"id","visit_date","survey_type","species","capture_life_stage","length","weight","bd_load","sample_id"
10101,2015-08-31,cmr,ramu,adult,41,7,4560.0,RKS20028
84221,2013-07-23,cmr,ramu,adult,47,12,624.0,DESO1202
72996,2009-07-04,cmr,ramu,adult,53,14,3408.0,RKS7418
72579,2005-07-10,swab,hyre,adult,43,8,7344.0,RKS1035
10101,2015-08-24,cmr,ramu,adult,43,6,637280.0,RKS19723
72996,2005-08-29,cmr,ramu,adult,48,12,25487.999999999996,RKS1435
84309,2013-06-21,cmr,ramu,adult,61,24,8352.0,DESO1125
70550,2006-08-13,cmr,ramu,adult,52,13,139440.0,RKS3207
72996,2006-07-17,cmr,ramu,adult,47,7,2256.0,RKS3778
10100,2015-09-09,cmr,ramu,adult,52,16,7092560.0,RKS19690
70505,2015-06-22,cmr,ramu,adult,42,10,34847.52,RKS17894
72808,2015-09-13,cmr,ramu,adult,55,18,13949.28,RKS20597
72996,2005-07-25,cmr,ramu,adult,47,10,12576.0,RKS2039
72996,2007-08-29,cmr,ramu,adult,64,21,816.0000000000001,RKS5997
84309,2013-08-23,cmr,ramu,adult,50,15,25200.0,DESO1520
70619,2008-08-13,cmr,ramu,adult,51,14,130896.0,RKS6924
70134,2006-08-16,cmr,ramu,adult,46,9,15504.0,RKS3236
70563,2008-08-26,swab,ramu,adult,59,28,192.0,RKS6911
11348,2006-09-03,swab,ramu,adult,66,36,240.0,RKS4625
10101,2015-08-27,cmr,ramu,adult,43,7,12949920,RKS19807
70736,2008-09-18,swab,ramu,adult,58,22,3456.0,RKS7578
70563,2008-07-30,swab,ramu,adult,67,36,720.0,RKS6514
70550,2013-09-10,cmr,ramu,adult,42,10,1056.0,USGS1697
70563,2008-07-03,swab,ramu,adult,71,52,288.0,RKS6323
72996,2005-07-25,cmr,ramu,adult,46,13,1440.0,RKS2174
84309,2014-09-10,cmr,ramu,adult,61,31,1776.0,DESO2700
72996,2007-06-01,swab,ramu,adult,49,12,4656.0,RKS2551
70505,2013-07-26,swab,ramu,adult,52,17,192.0,USGS1046
10100,2015-09-14,cmr,ramu,adult,56,18,13541440,RKS20525
70449,2014-08-07,cmr,ramu,adult,49,13,329135.99999999994,RKS18000
72808,2015-06-12,cmr,ramu,adult,54,14,32850.72,RKS18193
72996,2007-06-01,swab,ramu,adult,55,14,117456.0,RKS2539
72996,2005-07-25,cmr,ramu,adult,55,14,48.0,RKS1968
11858,2015-08-27,cmr,ramu,adult,61,21,9768030.24,RKS19760
70736,2008-07-31,swab,ramu,adult,43,8,48.0,RKS6522
10100,2015-09-09,cmr,ramu,adult,58,18,61194480,RKS19692
72996,2007-06-01,swab,ramu,adult,52,13,183456.0,RKS2534
72996,2005-08-29,cmr,ramu,adult,43,9,15120.0,RKS2235
50170,2010-09-13,cmr,ramu,adult,46,10,1909200.0,RKS11688
11517,2009-09-11,swab,ramu,adult,55,19,384.0,RKS9436
10101,2015-08-24,cmr,ramu,adult,49,10,21254.88,RKS18733
72093,2015-07-06,cmr,ramu,adult,64,27,873.6,RKS17966
84221,2013-09-11,cmr,ramu,adult,62,28,336.00000000000006,DESO1659
10101,2015-08-25,cmr,ramu,adult,72,40,69781.92,RKS20092
70488,2006-07-11,swab,ramu,adult,74,37,1152.0,RKS2727
72996,2008-09-13,cmr,ramu,adult,49,12,240.0,RKS6654
84221,2014-08-06,cmr,ramu,adult,48,13,96.0,DESO2165
72808,2015-07-05,cmr,ramu,adult,55,22,336.00000000000006,RKS18283
72996,2006-07-17,cmr,ramu,adult,54,13,3311.9999999999995,RKS2443
71962,2009-08-05,swab,ramu,adult,41,10,384.0,RKS7964
70505,2016-07-28,cmr,ramu,adult,62,32,133334.32,RKS21494
70550,2007-07-31,cmr,ramu,adult,54,18,22704.000000000004,RKS5886
11987,2007-07-23,swab,ramu,adult,56,20,192.0,RKS5327
72996,2006-07-17,cmr,ramu,adult,54,17,2256.0,RKS2414
70449,2015-06-19,cmr,ramu,adult,55,15,27679.2,RKS17939
70505,2013-09-07,cmr,ramu,adult,59,25,288.0,USGS1744
84221,2014-08-06,cmr,ramu,adult,42,10,33216.0,DESO2348
72996,2006-09-13,cmr,ramu,adult,49,12,3216.0,RKS2458
10102,2015-08-27,cmr,ramu,adult,50,9,1953363.84,RKS20203
10100,2015-09-09,cmr,ramu,adult,53,15,35247600,RKS19657
70550,2007-07-01,cmr,ramu,adult,50,14,7776.000000000001,RKS4952
84963,2013-09-12,cmr,ramu,adult,59,25,4512.0,DESO1691
72021,2014-08-26,cmr,ramu,adult,64,22,17952.0,RKS17268
72996,2006-07-17,cmr,ramu,adult,47,9,912.0,RKS3593
72808,2015-08-13,cmr,ramu,adult,60,26,8286.24,RKS18677
72996,2006-07-17,cmr,ramu,adult,47,10,20304.000000000004,RKS3586
72996,2005-07-25,cmr,ramu,adult,47,12,14640.0,RKS2147
84221,2013-06-21,cmr,ramu,adult,48,10,432.0,DESO1057
10101,2012-08-27,swab,ramu,adult,49,11,192.0,RKS15215
21081,2008-08-08,swab,ramu,adult,62,27,3024.0,RKS6632
10102,2016-06-25,cmr,ramu,adult,52,8,960.0,RKS21105
70550,2014-09-08,cmr,ramu,adult,57,20,285600.0,RKS18113
10100,2015-09-10,cmr,ramu,adult,49,13,19840240,RKS20416
70736,2009-08-26,swab,ramu,adult,48,12,30000.0,RKS8784
10100,2015-09-09,cmr,ramu,adult,53,16,3335150.88,RKS19641
70641,2015-09-01,cmr,ramu,adult,49,12,511040.0,RKS19816
10100,2015-09-10,cmr,ramu,adult,60,22,44545840,RKS20491
10102,2015-08-25,cmr,ramu,adult,43,8,41337040,RKS19890
72808,2015-07-06,cmr,ramu,adult,53,16,66033.12,RKS18308
10223,2008-08-07,swab,ramu,adult,47,11,1152.0,RKS6820
10101,2016-06-25,cmr,ramu,adult,58,11,279680.0,RKS21121
52127,2011-08-26,swab,ramu,adult,41,7,48.0,RKS12757
70413,2013-09-07,cmr,ramu,adult,58,21,10368.0,YFS151
84309,2013-09-12,cmr,ramu,adult,62,24,1152.0,DESO1698
84221,2014-09-10,cmr,ramu,adult,56,22,192.0,DESO2399
10100,2015-09-09,cmr,ramu,adult,62,22,6968960.0,RKS19586
70550,2016-07-12,cmr,ramu,adult,40,8,6872.504,RKS21468
10101,2015-08-31,cmr,ramu,adult,49,9,279120.0,RKS20004
72996,2006-08-20,cmr,ramu,adult,52,14,7104.0,RKS2466
10100,2015-09-09,cmr,ramu,adult,53,18,16202991.84,RKS19833
84309,2014-06-19,cmr,ramu,adult,71,43,4368.0,DESO1951
72996,2005-07-25,cmr,ramu,adult,52,14,14016.0,RKS2087
72996,2005-07-25,cmr,ramu,adult,55,15,7584.0,RKS1954
10102,2016-06-24,cmr,ramu,adult,44,6,3840.0,RKS21082
70550,2015-08-06,cmr,ramu,adult,48,11,1284.0,RKS19406
70508,2009-08-08,swab,ramu,adult,69,37,336.00000000000006,RKS7976
71776,2006-07-01,swab,ramu,adult,61,31,6144.0,RKS2763
72996,2007-06-01,swab,ramu,adult,54,15,1536.0,RKS2531
72996,2007-08-29,cmr,ramu,adult,50,10,1056.0,RKS5993
72996,2006-07-17,cmr,ramu,adult,48,9,2256.0,RKS2438
72996,2006-07-17,cmr,ramu,adult,55,15,432.0,RKS3766
70134,2007-05-28,cmr,ramu,adult,55,15,120048.00000000001,RKS4909
70550,2006-09-27,cmr,ramu,adult,55,20,1152.0,RKS4088
84218,2015-06-03,cmr,ramu,adult,59,24,384.0,DESO2516
70550,2016-07-13,cmr,ramu,adult,60,25,194757.744,RKS21653
72425,2006-07-28,swab,ramu,adult,53,16,192.0,RKS2825
10101,2015-08-24,cmr,ramu,adult,45,9,6525840.0,RKS18619
10216,2009-09-11,swab,ramu,adult,48,12,96.0,RKS9319
72996,2005-07-25,cmr,ramu,adult,52,17,61248.0,RKS2100
70736,2009-09-22,swab,ramu,adult,60,32,2352.0,RKS9484
72990,2008-08-21,swab,ramu,adult,67,48,5040.0,RKS7083
10101,2015-08-31,cmr,ramu,adult,45,9,23200.0,RKS20027
10101,2015-08-26,cmr,ramu,adult,52,16,69558.72,RKS20123
70583,2008-08-28,swab,ramu,adult,68,42,6816.0,RKS6954
70550,2016-07-13,cmr,ramu,adult,40,6,28732.112,RKS21380
70413,2016-08-23,cmr,ramu,adult,57,20,19081.472,RKS21875
84309,2014-07-17,cmr,ramu,adult,55,23,576.0,DESO2007
70134,2006-09-01,cmr,ramu,adult,57,18,14736.0,RKS3836
10101,2015-08-31,cmr,ramu,adult,48,9,658640.0,RKS20043
84221,2014-09-11,cmr,ramu,adult,43,9,96.0,DESO2607
84309,2014-06-17,cmr,ramu,adult,72,41,50016.0,DESO1752
70550,2015-08-05,cmr,ramu,adult,61,25,234.72,RKS19373
11858,2015-08-25,cmr,ramu,adult,50,10,170480.0,RKS19985
11858,2015-08-26,cmr,ramu,adult,51,15,26001440,RKS20108
70550,2015-07-12,cmr,ramu,adult,40,8,49659.84,RKS18780
72554,2008-07-30,swab,ramu,adult,42,8,3168.0,RKS6571
70134,2007-07-02,cmr,ramu,adult,53,16,9792.0,RKS5206
70550,2015-08-04,cmr,ramu,adult,46,10,1091.52,RKS19348
10100,2015-09-10,cmr,ramu,adult,47,11,42793040,RKS20486
72996,2005-09-21,cmr,ramu,adult,46,12,9360.0,RKS2337
70505,2015-07-22,cmr,ramu,adult,45,12,14663.04,RKS18903
10100,2013-08-28,swab,ramu,adult,60,24,2016.0,RKS16713
72996,2006-08-07,cmr,ramu,adult,59,16,96.0,RKS2519
70563,2009-06-24,swab,ramu,adult,76,52,192.0,RKS7175
72996,2014-06-25,cmr,ramu,adult,47,11,1344.0000000000002,RKS16784
70550,2016-08-10,cmr,ramu,adult,49,13,2137.608,RKS21938
50194,2010-08-24,cmr,ramu,adult,42,8,5520.0,RKS11168
84221,2014-09-10,cmr,ramu,adult,53,16,5423.999999999999,DESO2395
70413,2013-08-16,cmr,ramu,adult,54,16,12912.0,USGS1833
72996,2011-08-21,swab,ramu,adult,61,26,109824.0,RKS13020
72996,2006-08-30,cmr,ramu,adult,51,11,35520.0,RKS3883
10101,2015-09-11,cmr,ramu,adult,60,23,3355.2,RKS19852
72996,2006-09-13,cmr,ramu,adult,50,12,70032.0,RKS3981
70505,2015-07-20,cmr,ramu,adult,61,25,903040.0,RKS18875
11858,2015-08-27,cmr,ramu,adult,52,13,94885600,RKS19763
84221,2013-06-21,cmr,ramu,adult,54,16,432.0,DESO1143
70550,2015-07-11,cmr,ramu,adult,68,31,20490.72,RKS18011
84309,2013-06-21,cmr,ramu,adult,61,23,1440.0,DESO1124
70550,2015-07-12,cmr,ramu,adult,44,10,3024.48,RKS18769
72996,2006-09-28,cmr,ramu,adult,55,18,19487.999999999996,RKS3951
10223,2010-08-19,swab,ramu,adult,48,12,3935.9999999999995,RKS11081
10100,2015-09-09,cmr,ramu,adult,53,15,26452160,RKS20439
70505,2015-07-20,cmr,ramu,adult,64,31,38640.0,RKS18878
72996,2006-07-17,cmr,ramu,adult,46,7,4272.0,RKS3818
10100,2015-09-09,cmr,ramu,adult,50,14,12651520,RKS19709
70413,2014-07-11,cmr,ramu,adult,52,19,2448.0,RKS17642
50183,2010-08-09,cmr,ramu,adult,43,8,48.0,RKS10758
84309,2013-06-20,cmr,ramu,adult,53,18,2735.9999999999995,DESO1078
84309,2013-08-21,cmr,ramu,adult,53,16,2832.0,DESO1413
12618,2012-09-07,swab,ramu,adult,46,10,240.0,RKS15587
70736,2009-09-22,swab,ramu,adult,45,10,23712.000000000004,RKS9473
70134,2006-09-01,cmr,ramu,adult,53,18,27695.999999999996,RKS3859
84221,2013-09-11,cmr,ramu,adult,53,20,23664.0,DESO1644
84221,2013-09-11,cmr,ramu,adult,50,13,7584.0,DESO1645
72996,2005-08-29,cmr,ramu,adult,54,17,1104.0,RKS2240
70550,2006-08-13,cmr,ramu,adult,52,16,119808.0,RKS4476
10101,2015-09-11,cmr,ramu,adult,51,12,31440.0,RKS19876
70550,2015-07-12,cmr,ramu,adult,44,10,2214.24,RKS18772
11858,2015-08-27,cmr,ramu,adult,50,10,6812702.4,RKS19781
10206,2005-09-15,swab,ramu,adult,50,14,1632.0000000000002,RKS3358
50194,2010-08-24,cmr,ramu,adult,45,10,432.0,RKS11154
10100,2015-09-08,cmr,ramu,adult,56,17,4594080.48,RKS19609
70550,2014-07-14,cmr,ramu,adult,50,18,141744.0,RKS17647
84221,2014-06-19,cmr,ramu,adult,55,17,192.0,DESO1807
10594,2013-08-02,swab,ramu,adult,68,38,7536.0,RKS16449
70550,2016-08-10,cmr,ramu,adult,47,10,4557.424,RKS21935
72996,2005-09-21,cmr,ramu,adult,52,17,30000.0,RKS2297
70243,2005-06-30,swab,ramu,adult,72,42,16080.0,RKS1330
72996,2009-07-04,swab,hyre,adult,42,6,19392.0,RKS7686
70518,2007-08-13,swab,ramu,adult,41,8,162960.0,RKS5939
10101,2015-08-27,cmr,ramu,adult,51,14,246937.92,RKS19799
70550,2014-08-10,cmr,ramu,adult,46,11,240.0,RKS17766
72996,2006-08-20,cmr,ramu,adult,51,10,30672.0,RKS2503
72996,2008-07-15,cmr,ramu,adult,52,14,720.0,RKS6314
50219,2010-08-25,cmr,ramu,adult,41,8,40080.0,RKS11129
10101,2015-08-26,cmr,ramu,adult,48,12,26578640,RKS20138
70550,2015-07-12,cmr,ramu,adult,57,23,6349.92,RKS18802
10101,2015-08-26,cmr,ramu,adult,51,13,354074.88,RKS20131
70255,2007-08-17,swab,ramu,adult,65,28,98496.0,RKS5949
10102,2015-08-25,cmr,ramu,adult,48,11,650177.28,RKS20368
72808,2016-07-06,cmr,ramu,adult,60,27,2039.84,RKS21217
72996,2006-09-13,cmr,ramu,adult,56,20,1392.0,RKS2476
72996,2006-08-20,cmr,ramu,adult,49,10,5136.0,RKS2490
50162,2016-08-17,swab,ramu,adult,47,10,446.736,RKS20632
70413,2015-08-29,cmr,ramu,adult,50,13,47881.44,RKS19489
72996,2006-08-20,swab,ramu,adult,52,15,2400.0,RKS2491
70134,2006-08-16,cmr,ramu,adult,47,12,59328.0,RKS3214
10101,2015-08-26,cmr,ramu,adult,54,16,63632480,RKS20116
72996,2016-07-11,swab,ramu,adult,50,11,1772497.56,RKS21305
10100,2015-09-10,cmr,ramu,adult,69,30,344435.52,RKS20504
50194,2010-08-24,cmr,ramu,adult,46,10,912.0,RKS11160
70550,2016-07-12,cmr,ramu,adult,58,22,60604.04,RKS21347
70550,2014-09-07,cmr,ramu,adult,47,13,14496.0,RKS18103
10101,2015-08-26,cmr,ramu,adult,56,16,4566960.0,RKS19915
11858,2015-08-27,cmr,ramu,adult,52,13,12101016,RKS19763
72996,2006-07-17,cmr,ramu,adult,54,17,3696.0,RKS2414
11858,2015-08-26,cmr,ramu,adult,41,7,47600.0,RKS20313
70413,2015-07-07,cmr,ramu,adult,66,33,264.48,RKS17951
72996,2006-07-17,cmr,ramu,adult,54,10,40272.0,RKS3574
70550,2016-07-12,cmr,ramu,adult,65,28,566421.704,RKS21326
72990,2009-06-18,swab,ramu,adult,86,59,144.0,RKS7601
84221,2013-09-10,cmr,ramu,adult,65,37,4992.0,DESO1545
70550,2015-07-12,cmr,ramu,adult,49,15,108927.36,RKS18778
70736,2008-09-18,swab,ramu,adult,45,11,2256.0,RKS7290
70134,2006-09-25,cmr,ramu,adult,57,18,3504.0,RKS4080
10101,2016-06-25,cmr,ramu,adult,46,9,560.0,RKS21178
72996,2007-07-30,cmr,ramu,adult,51,12,4896.0,RKS5857
72996,2005-07-25,cmr,ramu,adult,58,18,4896.0,RKS2127
10101,2015-08-26,cmr,ramu,adult,47,12,1299200.0,RKS19769
70134,2006-08-16,cmr,ramu,adult,48,12,434304.0,RKS3226
72996,2008-09-13,cmr,ramu,adult,49,11,24672.0,RKS7184
72996,2009-07-03,cmr,ramu,adult,55,14,336.00000000000006,RKS7628
10101,2016-06-24,cmr,ramu,adult,47,13,4400.0,RKS21024
72996,2007-06-18,cmr,ramu,adult,50,13,6864.0,RKS5133
72808,2015-06-12,cmr,ramu,adult,51,14,236496.00000000003,RKS18224
72996,2006-07-17,cmr,ramu,adult,50,10,2640.0,RKS2452
70134,2006-09-01,cmr,ramu,adult,58,20,4317744.0,RKS3952
72996,2004-08-23,swab,ramu,adult,40,8,240.0,RKS050
10285,2014-08-13,cmr,ramu,adult,54,20,4473504.0,RKS17428
10101,2016-06-25,cmr,ramu,adult,46,11,14000.0,RKS21169
70505,2010-08-06,cmr,ramu,adult,59,17,48.0,RKS10586
10102,2016-06-25,cmr,ramu,adult,52,12,9280.0,RKS21071
70156,2009-09-03,swab,ramu,adult,52,16,528.0,RKS8681
72996,2009-08-16,cmr,ramu,adult,51,16,96.0,RKS7841
72996,2007-06-18,cmr,ramu,adult,48,11,1008.0,RKS1004
10102,2015-08-27,cmr,ramu,adult,48,9,3880471.68,RKS19740
10201,2010-07-16,swab,ramu,adult,42,8,180000.0,RKS10136
11858,2015-08-25,cmr,ramu,adult,51,15,4175137.44,RKS19975
74062,2009-08-09,swab,ramu,adult,72,52,4992.0,RKS7981
72996,2013-07-14,cmr,ramu,adult,50,14,31968.0,RKS16368
72996,2006-07-17,cmr,ramu,adult,46,9,768.0,RKS2451
11858,2012-08-26,swab,ramu,adult,42,9,1728.0,RKS15067
70550,2016-07-13,cmr,ramu,adult,55,18,24908.192,RKS21374
10100,2015-09-09,cmr,ramu,adult,57,20,6340160.0,RKS20445
72996,2005-09-21,cmr,ramu,adult,50,13,54912.0,RKS2387
70567,2013-07-14,cmr,ramu,adult,51,16,240.0,RKS16427
20196,2008-08-08,swab,ramu,adult,62,28,7584.0,RKS6622
70550,2006-08-31,cmr,ramu,adult,49,14,1680.0,RKS3938
70550,2016-07-13,cmr,ramu,adult,41,7,21792.456,RKS21381
72554,2009-08-26,swab,ramu,adult,54,16,192.0,RKS8777
84221,2014-08-06,cmr,ramu,adult,48,11,48.0,DESO2241
70550,2013-08-26,cmr,ramu,adult,50,20,2735.9999999999995,USGS1654
11858,2015-08-27,cmr,ramu,adult,56,16,5408041.92,RKS20218
10100,2015-09-09,cmr,ramu,adult,59,24,7266560.0,RKS20453
70556,2005-08-24,swab,ramu,adult,37,3,96.0,RKS2683
84221,2014-07-18,cmr,ramu,adult,53,19,528.0,DESO2028
11858,2015-08-25,cmr,ramu,adult,51,13,98179.2,RKS19976
72953,2008-08-16,swab,ramu,adult,44,11,96.0,RKS6595
72996,2005-07-25,cmr,ramu,adult,46,9,14400.0,RKS2119
10316,2006-08-26,swab,ramu,adult,32,4,442704.0,RKS4521
70550,2016-07-13,cmr,ramu,adult,40,6,1792.048,RKS21551
84309,2013-06-20,cmr,ramu,adult,51,13,528.0,DESO1091
70413,2013-07-26,cmr,ramu,adult,58,22,96.0,YFS158
72996,2006-07-17,cmr,ramu,adult,56,14,1488.0,RKS3800
70550,2016-08-10,cmr,ramu,adult,45,10,43273.768,RKS21886
70439,2009-06-12,swab,ramu,adult,77,63,49344.0,RKS7694
10102,2015-08-27,cmr,ramu,adult,46,8,1615159.68,RKS20202
72021,2014-09-15,cmr,ramu,adult,68,41,79008.0,RKS17267
72996,2006-08-20,cmr,ramu,adult,48,11,12528.0,RKS3838
11495,2009-08-04,swab,ramu,adult,54,16,29664.0,RKS8296
10101,2015-08-26,cmr,ramu,adult,44,9,48350000,RKS19929
11493,2009-07-16,swab,ramu,adult,51,13,48.0,RKS7726
70134,2007-07-02,cmr,ramu,adult,53,16,10943.999999999998,RKS5206
70550,2015-08-06,cmr,ramu,adult,53,16,255.36,RKS19407
10418,2011-08-30,swab,ramu,adult,56,26,96.0,RKS13409
84221,2013-08-22,cmr,ramu,adult,54,16,240.0,DESO1436
72996,2007-06-01,cmr,ramu,adult,52,12,5760.0,RKS2538
11858,2015-08-25,cmr,ramu,adult,46,10,40394960,RKS20055
70156,2005-08-25,swab,ramu,adult,47,10,720.0,RKS3101
70505,2015-07-20,cmr,ramu,adult,58,11,151.2,RKS18858
70550,2016-08-12,cmr,ramu,adult,68,38,103830.088,RKS21717
70449,2016-07-09,cmr,ramu,adult,68,39,594720.0,RKS20870
70619,2008-08-13,cmr,ramu,adult,53,16,192.0,RKS6917
11858,2015-08-25,cmr,ramu,adult,46,10,255051.36,RKS19973
72105,2005-07-10,swab,hyre,adult,38,8,3072.0,RKS1253
72808,2015-06-11,cmr,ramu,adult,56,19,19000.32,RKS17587
70550,2014-08-10,cmr,ramu,adult,45,12,63552.0,RKS17726
70550,2006-08-21,cmr,ramu,adult,46,10,222960.0,RKS3850
10101,2015-08-24,cmr,ramu,adult,44,8,3239920.0,RKS18732
70413,2015-07-06,cmr,ramu,adult,66,33,7869.6,RKS17943
10100,2015-09-08,cmr,ramu,adult,50,13,4420150.56,RKS19613
84309,2013-08-22,cmr,ramu,adult,54,16,96.0,DESO1482
72996,2008-09-13,cmr,ramu,adult,53,12,2640.0,RKS7183
72808,2016-07-06,cmr,ramu,adult,56,21,4653.248,RKS21254
84221,2013-08-22,cmr,ramu,adult,48,14,144.0,DESO1555
11858,2015-08-25,cmr,ramu,adult,53,15,208481.76,RKS19991
10102,2015-08-27,cmr,ramu,adult,57,18,3297200.0,RKS19741
70550,2016-08-10,cmr,ramu,adult,45,12,3162.76,RKS21931
72808,2016-07-06,cmr,ramu,adult,56,25,737.752,RKS21223
70563,2008-09-18,swab,ramu,adult,77,54,7392.0,RKS7243
72996,2005-09-21,cmr,ramu,adult,52,14,38496.0,RKS2354
72336,2015-09-13,cmr,ramu,adult,65,35,109551.36,RKS20656
84309,2014-06-17,cmr,ramu,adult,48,13,5856.0,DESO1744
72996,2005-07-25,cmr,ramu,adult,46,12,528.0,RKS2085
11070,2011-07-30,swab,ramu,adult,58,22,1008.0,RKS12231
11858,2015-08-26,cmr,ramu,adult,51,12,794385.12,RKS20293
72996,2009-08-16,cmr,ramu,adult,49,13,432.0,RKS8356
72996,2009-09-16,cmr,ramu,adult,55,19,960.0,RKS9543
70488,2006-07-11,swab,ramu,adult,74,37,1344.0000000000002,RKS2727
72996,2006-07-17,cmr,ramu,adult,49,10,14304.0,RKS2419
70736,2008-08-27,swab,ramu,adult,61,37,2976.0,RKS6941
72996,2005-07-25,cmr,ramu,adult,52,14,3744.0,RKS2104
70550,2016-08-10,cmr,ramu,adult,53,15,396357.848,RKS21905
70550,2015-08-05,cmr,ramu,adult,60,24,1407.84,RKS19358
70134,2006-08-16,cmr,ramu,adult,48,12,126192.0,RKS3226
72996,2006-07-17,cmr,ramu,adult,51,11,384.0,RKS2448
72996,2006-07-17,cmr,ramu,adult,46,9,61296.0,RKS3786
72996,2005-07-25,cmr,ramu,adult,44,7,48.0,RKS2133
10102,2012-08-27,swab,ramu,adult,48,13,1488.0,RKS15168
72808,2015-06-12,cmr,ramu,adult,61,25,8976.0,RKS18229
70550,2014-09-07,cmr,ramu,adult,49,11,17856.0,RKS18100
10100,2016-06-24,cmr,ramu,adult,65,29,880.0,RKS20941
72996,2008-08-20,cmr,ramu,adult,46,10,576.0,RKS6909
10101,2015-08-24,cmr,ramu,adult,59,20,891631.2,RKS18478
70736,2008-09-18,swab,ramu,adult,66,34,24384.0,RKS6679
70550,2006-09-27,cmr,ramu,adult,53,16,48.0,RKS4087
70505,2016-07-28,cmr,ramu,adult,53,17,550.544,RKS21438
10102,2015-08-25,cmr,ramu,adult,46,10,219360.0,RKS20351
72579,2005-07-10,swab,hyre,adult,43,8,7488.0,RKS1035
72996,2007-06-01,swab,ramu,adult,52,16,2448.0,RKS2536
70550,2007-05-31,cmr,ramu,adult,52,16,7344.0,RKS4943
72336,2015-09-13,cmr,ramu,adult,58,22,43501.44,RKS20664
72996,2006-07-17,cmr,ramu,adult,54,13,3264.0000000000005,RKS2443
70550,2016-07-13,cmr,ramu,adult,40,6,27444.888,RKS21403
70413,2014-08-06,cmr,ramu,adult,66,33,30432.0,RKS17735
70413,2013-07-26,cmr,ramu,adult,65,26,1584.0,YFS482
10101,2016-06-25,cmr,ramu,adult,53,11,5920.0,RKS21130
84221,2014-06-17,cmr,ramu,adult,42,8,1104.0,DESO1878
70550,2015-07-10,cmr,ramu,adult,44,11,16089.6,RKS17971
72996,2005-08-29,cmr,ramu,adult,43,9,32832.0,RKS2074
72996,2007-08-29,cmr,ramu,adult,54,14,19152.0,RKS5992
12503,2011-08-21,swab,ramu,adult,44,11,480.0,RKS12992
70619,2008-08-13,cmr,ramu,adult,54,18,480.0,RKS6866
70134,2006-09-01,cmr,ramu,adult,58,22,5423.999999999999,RKS3955
10101,2016-06-24,cmr,ramu,adult,48,12,33920.0,RKS21020
10100,2015-09-08,cmr,ramu,adult,61,25,2169120.0,RKS19616
11858,2012-08-26,swab,ramu,adult,42,9,1296.0,RKS15067
84221,2014-06-19,cmr,ramu,adult,40,6,144.0,DESO1815
72996,2007-08-29,cmr,ramu,adult,55,14,18048.0,RKS5990
72996,2007-06-01,swab,ramu,adult,49,12,4224.0,RKS2551
70550,2013-08-26,cmr,ramu,adult,67,36,336.00000000000006,USGS1643
10100,2015-09-09,cmr,ramu,adult,57,21,39134560,RKS20478
72996,2009-08-16,cmr,ramu,adult,48,11,672.0000000000001,RKS8360
70736,2008-08-27,swab,ramu,adult,63,34,2735.9999999999995,RKS6943
70550,2006-08-21,cmr,ramu,adult,48,12,672.0000000000001,RKS3849
70550,2013-08-28,cmr,ramu,adult,50,16,624.0,USGS1738
70550,2014-08-10,cmr,ramu,adult,58,20,6768.0,RKS17771
10100,2016-08-03,cmr,ramu,adult,61,25,80307.104,RKS21779
11517,2010-09-11,swab,ramu,adult,48,16,3097776.0,RKS11600
70413,2013-08-12,cmr,ramu,adult,62,28,14688.0,YFS160
72336,2015-08-14,cmr,ramu,adult,51,15,132.0,RKS18699
11070,2011-07-30,swab,ramu,adult,56,18,1104.0,RKS12232
11858,2015-08-27,cmr,ramu,adult,49,11,76833120,RKS19780
70550,2016-07-14,cmr,ramu,adult,66,33,1744.488,RKS21411
72996,2010-07-21,swab,ramu,adult,52,18,41472.0,RKS10006
50183,2010-09-07,swab,ramu,adult,42,10,1864656.0000000002,CBSX025
10102,2016-08-04,cmr,ramu,adult,49,12,60057.664,RKS21796
10100,2015-09-10,cmr,ramu,adult,45,9,1050388.8,RKS20499
10101,2015-08-31,cmr,ramu,adult,45,9,144.0,RKS20017
10100,2016-08-03,cmr,ramu,adult,54,20,375065.576,RKS21791
72996,2006-07-17,cmr,ramu,adult,52,13,3935.9999999999995,RKS3798
10100,2015-09-10,cmr,ramu,adult,54,18,4888692.0,RKS20399
72996,2006-07-17,cmr,ramu,adult,54,13,1440.0,RKS3785
10101,2016-06-25,cmr,ramu,adult,53,10,3040.0,RKS21123
84309,2014-09-10,cmr,ramu,adult,56,24,13247.999999999998,DESO2702
10101,2016-06-24,cmr,ramu,adult,41,7,2720.0,RKS21009
70550,2016-07-13,cmr,ramu,adult,57,17,16333.336,RKS21372
10100,2015-09-09,cmr,ramu,adult,52,15,17107520,RKS20465
70505,2015-07-20,cmr,ramu,adult,60,25,468560.0,RKS18868
84218,2015-06-03,cmr,ramu,adult,59,24,2837.28,DESO2583
70550,2007-07-31,cmr,ramu,adult,60,24,768.0,RKS5881
70550,2015-09-02,cmr,ramu,adult,53,15,55.2,RKS19557
11362,2006-09-03,swab,ramu,adult,54,13,39936.0,RKS4617
10100,2015-09-09,cmr,ramu,adult,66,34,988742.4,RKS19672
84309,2013-09-12,cmr,ramu,adult,61,23,2112.0,DESO1687
70563,2009-07-11,swab,ramu,adult,62,26,432.0,RKS7488
10101,2015-08-31,cmr,ramu,adult,64,27,955.68,RKS20036
70413,2013-08-03,cmr,ramu,adult,56,20,912.0,USGS1863
84309,2014-09-11,cmr,ramu,adult,56,20,192.0,DESO2501
